count	callee	no_raw	defs	def
2	register_closure	0	1	crates/nvim/src/eval/userfunc/lambda.rs
2	rel_to_curdir	0	1	crates/nvim/src/file_search/resolve.rs
2	remove_comma_item	0	1	crates/nvim/src/option/stropt.rs
2	replace	0	4	
2	report	0	1	crates/nvim/src/option/set_cmd.rs
2	report_resume_pending	0	1	crates/nvim/src/ex_eval/exception.rs
2	rescore_one	0	1	crates/nvim/src/spellsuggest/collect.rs
2	rescore_suggestions	0	1	crates/nvim/src/spellsuggest/collect.rs
2	reserve	0	1	crates/nvim/src/msgpack_rpc/unpacker/keydict.rs
2	resize	0	1	crates/nvim/src/vterm/screen/resize.rs
2	resize_buffer	0	1	crates/nvim/src/vterm/screen/resize.rs
2	resolve_option	0	1	crates/nvim/src/api/deprecated/options.rs
2	resolve_redir_lval	0	1	crates/nvim/src/eval/vars/redir.rs
2	restore_redobuff	0	1	crates/nvim/src/getchar/redo.rs
2	row_cells	0	1	crates/nvim/src/vterm/screen/mod.rs
2	rpc_send_call	0	1	crates/nvim/src/msgpack_rpc/channel/mod.rs
2	run	0	4	
2	runtime_search_path_get_cached	0	1	crates/nvim/src/runtime/cache.rs
2	runtime_search_path_unref	0	1	crates/nvim/src/runtime/cache.rs
2	sal_rescore	0	1	crates/nvim/src/spellsuggest/collect.rs
2	same_directory	0	1	crates/nvim/src/path/compare.rs
2	save_function_name	0	1	crates/nvim/src/eval/userfunc/name.rs
2	save_redobuff	0	1	crates/nvim/src/getchar/redo.rs
2	save_tv_as_string	0	1	crates/nvim/src/eval/system.rs
2	scan_buf_valid	0	1	crates/nvim/src/insexpand/getexp.rs
2	schar_cache_clear	1	1	crates/nvim/src/grid/schar.rs
2	schar_cache_clear_if_full	1	1	crates/nvim/src/grid/schar.rs
2	schar_from_buf_first	0	1	crates/nvim/src/mbyte/utf8/mod.rs
2	schar_get_first_two_codepoints	1	1	crates/nvim/src/grid/schar.rs
2	schar_len	1	1	crates/nvim/src/grid/schar.rs
2	schedule_channel_event	0	1	crates/nvim/src/channel/reader.rs
2	seam_calloc	0	1	crates/nvim/src/memory/mod.rs
2	seam_malloc	0	1	crates/nvim/src/memory/mod.rs
2	seam_realloc	0	1	crates/nvim/src/memory/mod.rs
2	search_here	0	1	crates/nvim/src/eval/funcs/search.rs
2	search_tag_pair	0	1	crates/nvim/src/textobject/pair.rs
2	seed	0	1	crates/nvim/src/regexp/nfa/matcher.rs
2	selected_arglist	0	1	crates/nvim/src/arglist/eval.rs
2	serialize_response	0	1	crates/nvim/src/msgpack_rpc/channel/envelope.rs
2	server_address_list	0	1	crates/nvim/src/msgpack_rpc/server.rs
2	server_address_new	0	1	crates/nvim/src/msgpack_rpc/server.rs
2	server_stop	0	1	crates/nvim/src/msgpack_rpc/server.rs
2	ses_arglist	0	0	
2	set_b0_fname	0	1	crates/nvim/src/memline/block0.rs
2	set_cmdarg	0	1	crates/nvim/src/eval/vars/vvar.rs
2	set_context_for_expression	0	1	crates/nvim/src/eval/expr/complete.rs
2	set_context_in_autocmd	0	1	crates/nvim/src/autocmd/listing.rs
2	set_context_in_runtime_cmd	0	1	crates/nvim/src/runtime/search.rs
2	set_context_in_sign_cmd	0	1	crates/nvim/src/sign/complete.rs
2	set_context_with_pattern	0	1	crates/nvim/src/cmdexpand/context.rs
2	set_decor	1	1	crates/nvim/src/api/deprecated/bufhl.rs
2	set_entry_bottom	0	1	crates/nvim/src/undo/mod.rs
2	set_errorlist	0	1	crates/nvim/src/quickfix/setprops.rs
2	set_exception_vars	0	1	crates/nvim/src/ex_eval/exception.rs
2	set_expr_line	0	1	crates/nvim/src/register/special.rs
2	set_get	0	1	crates/nvim/src/map/mod.rs
2	set_newval	0	0	
2	set_oldval	0	0	
2	set_option_from_tv	0	1	crates/nvim/src/eval/vars/scoped.rs
2	set_option_value_for	0	1	crates/nvim/src/option/context.rs
2	set_prompt_callback	0	1	crates/nvim/src/eval/buffer/prompt.rs
2	set_qf_ll_list	1	1	crates/nvim/src/quickfix/eval.rs
2	set_ref_in_cpt_callbacks	0	1	crates/nvim/src/insexpand/callbacks.rs
2	set_rw_fname	0	1	crates/nvim/src/fileio/mod.rs
2	set_selfdict	0	1	crates/nvim/src/eval/expr/index.rs
2	set_shortmess	0	1	crates/nvim/src/startup/buffers.rs
2	set_swapcommand	0	1	crates/nvim/src/ex_cmds/ecmd/mod.rs
2	set_var_const	0	1	crates/nvim/src/eval/vars/store.rs
2	setlocale	0	0	
2	shada_check_buffer	0	1	crates/nvim/src/shada/pack.rs
2	shada_filename	0	1	crates/nvim/src/shada/file.rs
2	shada_initialize_registers	0	1	crates/nvim/src/shada/collect.rs
2	shada_read	0	1	crates/nvim/src/shada/read.rs
2	shada_read_file	0	1	crates/nvim/src/shada/file.rs
2	shada_read_next_item	0	1	crates/nvim/src/shada/unpack.rs
2	shell_build_argv	0	1	crates/nvim/src/os/shell/mod.rs
2	shorten_buf_fname	0	1	crates/nvim/src/fileio/names.rs
2	shorten_dir_len	0	1	crates/nvim/src/path/unique.rs
2	show_debug_line	0	1	crates/nvim/src/debugger/mode.rs
2	show_pat_in_path	0	1	crates/nvim/src/search/incline.rs
2	siblings	0	1	crates/nvim/src/spellfile/wordtree.rs
2	sign_cmd_idx	0	1	crates/nvim/src/sign/command.rs
2	sign_define_by_name	0	1	crates/nvim/src/sign/store.rs
2	sign_get_placed_in_buf	0	1	crates/nvim/src/sign/vimscript.rs
2	sign_jump	0	1	crates/nvim/src/sign/place.rs
2	sign_place	0	1	crates/nvim/src/sign/place.rs
2	sign_undefine_by_name	0	1	crates/nvim/src/sign/store.rs
2	sign_unplace_inner	0	1	crates/nvim/src/sign/place.rs
2	skip_all	0	1	crates/nvim/src/autocmd/events.rs
2	skip_anyof	0	1	crates/nvim/src/regexp/parse.rs
2	skip_cmd_arg	0	1	crates/nvim/src/ex_docmd/scan.rs
2	skip_tab	0	1	crates/nvim/src/tag/jump.rs
2	skip_to_end_or_colon	0	1	crates/nvim/src/ops/join.rs
2	skip_var_one	0	1	crates/nvim/src/eval/vars/assign.rs
2	skip_white	0	1	crates/nvim/src/change/open_line/smart.rs
2	skip_white_measuring	0	1	crates/nvim/src/indent/expr.rs
2	slang_clear_sug	0	1	crates/nvim/src/spell/slang.rs
2	socket_connect	0	1	crates/nvim/src/event/socket/mod.rs
2	sort_nodes	0	1	crates/nvim/src/insexpand/matchlist.rs
2	source_finished	0	1	crates/nvim/src/runtime/script.rs
2	special_to_buf	0	1	crates/nvim/src/keycodes/mod.rs
2	spell_add_word	0	1	crates/nvim/src/spellfile/add.rs
2	spell_cat_line	0	1	crates/nvim/src/spell/navigate.rs
2	spell_dump_compl	0	1	crates/nvim/src/spell/dump.rs
2	spell_edit_score	0	1	crates/nvim/src/spellsuggest/score.rs
2	spell_find_cleanup	1	1	crates/nvim/src/spellsuggest/mod.rs
2	spell_find_suggest	0	1	crates/nvim/src/spellsuggest/mod.rs
2	spell_mb_isword_class	0	0	
2	spell_soundfold_wsal	0	1	crates/nvim/src/spell/soundfold.rs
2	spell_suggest_list	0	1	crates/nvim/src/spellsuggest/mod.rs
2	star_argument	0	1	crates/nvim/src/strings/printf/emit.rs
2	start_arrow_common	0	1	crates/nvim/src/edit/undo.rs
2	stdpaths_user_conf_subpath	0	1	crates/nvim/src/os/stdpaths.rs
2	step_backup_name	0	1	crates/nvim/src/bufwrite/backup.rs
2	stl_clear_click_defs	0	1	crates/nvim/src/statusline/mod.rs
2	stop_insert	0	1	crates/nvim/src/edit/undo.rs
2	store_loop_line	0	1	crates/nvim/src/ex_docmd/source.rs
2	store_of	1	1	crates/nvim/src/undo/store.rs
2	str_foldcase	0	1	crates/nvim/src/charset/display.rs
2	str_to_mapargs	0	1	crates/nvim/src/mapping/args.rs
2	str_to_reg	0	1	crates/nvim/src/register/contents.rs
2	strcoll	0	0	
2	stream_init	0	1	crates/nvim/src/event/stream.rs
2	strftime	0	0	
2	string_to_key	0	1	crates/nvim/src/option/set_cmd.rs
2	strncpy	0	0	
2	stuffescaped	0	1	crates/nvim/src/getchar/buffers.rs
2	sub_get_replacement	0	1	crates/nvim/src/ex_cmds/subst/parse.rs
2	sub_set_replacement	1	1	crates/nvim/src/ex_cmds/subst/parse.rs
2	sug_filltable	0	1	crates/nvim/src/spellfile/sugfile.rs
2	suggest_trie_walk	0	1	crates/nvim/src/spellsuggest/walk/mod.rs
2	suggest_try_soundalike	0	1	crates/nvim/src/spellsuggest/soundalike.rs
2	swapchar	0	1	crates/nvim/src/ops/case.rs
2	swapfile_info	0	1	crates/nvim/src/memline/block0.rs
2	syn_clear_keyword	0	1	crates/nvim/src/syntax/keyword.rs
2	syn_list_keywords	0	1	crates/nvim/src/syntax/list.rs
2	syn_name2attr	0	1	crates/nvim/src/highlight_group/table.rs
2	syn_regexec	0	1	crates/nvim/src/syntax/endpos.rs
2	syn_set_timeout	0	1	crates/nvim/src/syntax/mod.rs
2	syn_stack_apply_changes_block	0	0	
2	syn_stack_equal	0	1	crates/nvim/src/syntax/stack.rs
2	tabstop_at	0	1	crates/nvim/src/indent/mod.rs
2	tabstop_first	0	1	crates/nvim/src/indent/mod.rs
2	tabstop_fromto	0	1	crates/nvim/src/indent/mod.rs
2	tail	0	2	
2	tcdrain	0	0	
2	terminal_destroy	0	1	crates/nvim/src/terminal/mod.rs
2	terminal_open	0	1	crates/nvim/src/terminal/mod.rs
2	terminal_receive	0	1	crates/nvim/src/terminal/mod.rs
2	terminal_set_state	0	1	crates/nvim/src/terminal/mod.rs
2	terminal_set_streamed_paste	0	1	crates/nvim/src/terminal/input.rs
2	test_for_static	1	1	crates/nvim/src/tag/jump.rs
2	tilde_replace	0	1	crates/nvim/src/ex_getln/buffer.rs
2	time_to_bytes	0	1	crates/nvim/src/memory/mod.rs
2	timer_decref	0	1	crates/nvim/src/eval/timer.rs
2	toupper	0	0	
2	transcode	0	1	crates/nvim/src/lua/base64.rs
2	translate_contents	0	1	crates/nvim/src/api/ui/redraw.rs
2	translated_function_exists	0	1	crates/nvim/src/eval/userfunc/listing.rs
2	transmute	0	0	
2	transstr_len	0	1	crates/nvim/src/charset/display.rs
2	tv_dict_free_dict	0	1	crates/nvim/src/eval/typval/dict.rs
2	tv_get_float	0	0	
2	tv_islocked	0	0	
2	tv_list_alloc	0	0	
2	tv_to_argv	0	1	crates/nvim/src/eval/system.rs
2	tv_to_optval	0	1	crates/nvim/src/eval/vars/scoped.rs
2	typed_items	1	1	crates/nvim/src/garray.rs
2	typval_parser_error_free	0	1	crates/nvim/src/eval/decode/msgpack.rs
2	typval_tostring	0	1	crates/nvim/src/eval/entry.rs
2	u_freeentries	0	1	crates/nvim/src/undo/tree.rs
2	u_get_undo_file_name	0	1	crates/nvim/src/undo/file.rs
2	u_save_line_buf	0	1	crates/nvim/src/undo/tree.rs
2	u_unch_branch	1	1	crates/nvim/src/undo/tree.rs
2	uc_add_command	0	1	crates/nvim/src/usercmd/mod.rs
2	uc_del_command	1	1	crates/nvim/src/usercmd/mod.rs
2	uc_validate_name	0	1	crates/nvim/src/usercmd/mod.rs
2	ui_alloc_buf	0	1	crates/nvim/src/api/ui/packer.rs
2	ui_composed_call_raw_line	0	1	crates/nvim/src/ui/sinks.rs
2	ui_set_ext_option	0	1	crates/nvim/src/ui/mod.rs
2	ui_set_option	0	1	crates/nvim/src/api/ui/mod.rs
2	umask	0	0	
2	undo_read_string	0	1	crates/nvim/src/undo/file.rs
2	unlink_parked_funccals	0	1	crates/nvim/src/eval/userfunc/funccall.rs
2	unpack	0	1	crates/nvim/src/msgpack_rpc/unpacker/mod.rs
2	unpack_array	0	1	crates/nvim/src/msgpack_rpc/unpacker/keydict.rs
2	unpack_integer	0	1	crates/nvim/src/msgpack_rpc/unpacker/keydict.rs
2	unpack_skip	0	1	crates/nvim/src/msgpack_rpc/unpacker/keydict.rs
2	unpack_typval	0	1	crates/nvim/src/eval/decode/msgpack.rs
2	unref_var_dict	0	1	crates/nvim/src/eval/vars/lifecycle.rs
2	update_yankreg_width	0	1	crates/nvim/src/register/store.rs
2	use_midword	0	1	crates/nvim/src/spell/lang.rs
2	utf_cp_bounds	0	1	crates/nvim/src/mbyte/walk.rs
2	utf_safe_read_char_adv	0	1	crates/nvim/src/mbyte/utf8/mod.rs
2	uv_freeaddrinfo	0	0	
2	uv_fs_lstat	0	0	
2	uv_fs_req_cleanup	0	0	
2	uv_listen	0	0	
2	uv_pipe_bind	0	0	
2	uv_signal_stop	0	0	
2	uv_sleep	0	0	
2	valid_spell_word	0	1	crates/nvim/src/spellfile/wordtree.rs
2	var_check_lock	0	1	crates/nvim/src/eval/vars/store.rs
2	var_flavour	0	1	crates/nvim/src/eval/echo.rs
2	var_redir_str	0	1	crates/nvim/src/eval/vars/redir.rs
2	var_shada_iter	0	1	crates/nvim/src/shada/collect.rs
2	vars_clear_ext	0	1	crates/nvim/src/eval/vars/lifecycle.rs
2	verbose_source_msg	0	1	crates/nvim/src/runtime/source.rs
2	vim_backtick	0	1	crates/nvim/src/path/expand.rs
2	vim_chdirfile	0	1	crates/nvim/src/file_search/chdir.rs
2	vim_copyfile	0	1	crates/nvim/src/fileio/names.rs
2	vim_dialog_yesno	0	1	crates/nvim/src/message/dialog.rs
2	vim_findfile	0	1	crates/nvim/src/file_search/mod.rs
2	vim_findfile_stopdir	0	1	crates/nvim/src/file_search/init.rs
2	vim_regsub_both	0	1	crates/nvim/src/regexp/substitute.rs
2	vim_regsub_multi	0	1	crates/nvim/src/regexp/substitute.rs
2	vim_setenv_ext	0	1	crates/nvim/src/os/env/mod.rs
2	vim_snprintf_add	0	1	crates/nvim/src/strings/printf/mod.rs
2	vim_strsave_escaped_ext	0	1	crates/nvim/src/strings/escape.rs
2	vim_unescape_ks	0	1	crates/nvim/src/keycodes/mod.rs
2	vim_vsnprintf	0	1	crates/nvim/src/strings/printf/mod.rs
2	viml_parser_highlight	0	1	crates/nvim/src/viml/parser/parser.rs
2	viml_parser_init	0	1	crates/nvim/src/viml/parser/parser.rs
2	viml_pexpr_free_ast	1	1	crates/nvim/src/viml/parser/expressions/ast.rs
2	viml_pexpr_parse	0	1	crates/nvim/src/viml/parser/expressions/parse.rs
2	vsnprintf	0	0	
2	vterm_keyboard_end_paste	0	1	crates/nvim/src/vterm/keyboard.rs
2	vterm_keyboard_start_paste	0	1	crates/nvim/src/vterm/keyboard.rs
2	vterm_obtain_state	0	1	crates/nvim/src/vterm/state/entry.rs
2	vterm_screen_get_cell	0	1	crates/nvim/src/vterm/screen/mod.rs
2	vterm_state_set_termprop	0	1	crates/nvim/src/vterm/state/entry.rs
2	was_banned	0	1	crates/nvim/src/spellsuggest/walk/node.rs
2	wc_use_keyname	1	1	crates/nvim/src/option/show.rs
2	widened_by_vs16	0	1	crates/nvim/src/mbyte/cells.rs
2	win_execute_after	0	1	crates/nvim/src/eval/window/switch.rs
2	win_execute_before	0	1	crates/nvim/src/eval/window/switch.rs
2	win_get_tabwin	0	1	crates/nvim/src/window/snapshot.rs
2	win_linetabsize_col	0	1	crates/nvim/src/plines/mod.rs
2	win_text_height	0	1	crates/nvim/src/plines/lines.rs
2	wrapped_indent_width	0	1	crates/nvim/src/plines/mod.rs
2	write_data	0	1	crates/nvim/src/eval/fs/write.rs
2	write_eintr	0	1	crates/nvim/src/fileio/mod.rs
2	write_func_name	0	1	crates/nvim/src/profile/report.rs
2	write_reg_contents_lst	0	1	crates/nvim/src/register/contents.rs
2	wstream_init	0	1	crates/nvim/src/event/wstream.rs
2	yank_copy_line	0	1	crates/nvim/src/register/yank.rs
2	yank_register_mline	0	1	crates/nvim/src/register/store.rs
1	.add_list_indent	0	1	crates/nvim/src/indent/breakindent.rs
1	.add_str	0	5	
1	.add_str_len	0	1	crates/nvim/src/eval/typval/dict.rs
1	.already_searched	0	1	crates/nvim/src/search/includes.rs
1	.answers	0	1	crates/nvim/src/indent/breakindent.rs
1	.append_string_contents	0	1	crates/nvim/src/cjson/lua_cjson/encode.rs
1	.append_table	0	1	crates/nvim/src/cjson/lua_cjson/encode.rs
1	.apply	1	1	crates/nvim/src/api/buffer/text.rs
1	.array_length	0	1	crates/nvim/src/cjson/lua_cjson/encode.rs
1	.as_bytes	1	1	crates/nvim/src/option/value.rs
1	.as_slice	1	1	crates/nvim/src/runtime/cache.rs
1	.assume_init_ref	0	0	
1	.breakindent	0	1	crates/nvim/src/plines/mod.rs
1	.build_preword	0	1	crates/nvim/src/spellsuggest/walk/node.rs
1	.can_strip	1	1	crates/nvim/src/path/mod.rs
1	.consider	0	1	crates/nvim/src/undo/apply/entry.rs
1	.contents	0	2	crates/nvim/src/getchar/buffers.rs
1	.conv_blob	0	7	
1	.conv_empty_list	0	0	
1	.conv_ext_string	0	7	
1	.conv_list_between_items	0	0	
1	.conv_list_end	0	0	
1	.conv_real_list_after_start	0	0	
1	.conv_recurse	0	7	
1	.conv_unsigned_number	0	0	
1	.convert_with_iconv	0	1	crates/nvim/src/bufwrite/convert.rs
1	.delete	0	2	
1	.draw_col_fill	0	0	
1	.draw_statuscol	0	1	crates/nvim/src/drawline/columns.rs
1	.entry	0	2	
1	.exec	0	1	crates/nvim/src/quickfix/efm.rs
1	.file_marks_for	0	2	
1	.free	1	3	
1	.guess	0	1	crates/nvim/src/fileio/convert.rs
1	.handle_inline_virtual_text	0	0	
1	.help_match	1	1	crates/nvim/src/tag/collect.rs
1	.holds	1	1	crates/nvim/src/option/scope.rs
1	.insert	0	2	
1	.join_compound	0	1	crates/nvim/src/spellsuggest/walk/node.rs
1	.jump	0	1	crates/nvim/src/tag/command.rs
1	.key	0	4	
1	.last_match_before	0	1	crates/nvim/src/search/find.rs
1	.last_word_of_preword	0	1	crates/nvim/src/spellsuggest/walk/node.rs
1	.listchars	0	1	crates/nvim/src/drawline/chars.rs
1	.moved_to	0	1	crates/nvim/src/msgpack_rpc/packer/mod.rs
1	.next_arg::<*const c_char>	0	0	
1	.next_arg::<*mut ::core::ffi::c_void>	0	0	
1	.next_arg::<::core::ffi::c_double>	0	0	
1	.next_arg::<::core::ffi::c_int>	0	0	
1	.next_arg::<::core::ffi::c_long>	0	0	
1	.next_arg::<c_double>	0	0	
1	.next_float	1	1	crates/nvim/src/strings/printf/emit.rs
1	.next_pointer	0	1	crates/nvim/src/strings/printf/emit.rs
1	.next_string	0	1	crates/nvim/src/strings/printf/emit.rs
1	.offset_from_unsigned	0	0	
1	.other_name	0	1	crates/nvim/src/tag/command.rs
1	.parse_array	0	1	crates/nvim/src/cjson/lua_cjson/decode.rs
1	.parse_object	0	1	crates/nvim/src/cjson/lua_cjson/decode.rs
1	.push_allocated_string	0	1	crates/nvim/src/eval/typval/listops.rs
1	.push_items	0	1	crates/nvim/src/tag/stack.rs
1	.push_value	0	1	crates/nvim/src/cjson/lua_cjson/decode.rs
1	.put_column	1	1	crates/nvim/src/popupmenu/draw.rs
1	.read_file	0	1	crates/nvim/src/quickfix/read.rs
1	.read_into	0	1	crates/nvim/src/eval/fs/read.rs
1	.record	0	1	crates/nvim/src/search/find.rs
1	.refill	0	1	crates/nvim/src/indent/breakindent.rs
1	.remember	1	1	crates/nvim/src/search/stat.rs
1	.restore	0	1	crates/nvim/src/fileio/convert.rs
1	.search	0	1	crates/nvim/src/tag/command.rs
1	.search_for	0	1	crates/nvim/src/tag/jump.rs
1	.set_arg_ptr	0	0	
1	.set_cstr	0	1	crates/nvim/src/ex_getln/buffer.rs
1	.set_cterm_color	0	1	crates/nvim/src/highlight_group/command.rs
1	.set_owned	0	1	crates/nvim/src/insexpand/mod.rs
1	.shorten	1	1	crates/nvim/src/file_search/mod.rs
1	.skip_to_start_pos	0	1	crates/nvim/src/search/find.rs
1	.skip_to_start_vcol	0	1	crates/nvim/src/drawline/prologue.rs
1	.slow_path	0	1	crates/nvim/src/drawline/chars.rs
1	.special_dict_key_check	0	0	
1	.spell_at	0	1	crates/nvim/src/drawline/chars.rs
1	.spell_line_start	0	1	crates/nvim/src/drawline/prologue.rs
1	.stage_bom	0	1	crates/nvim/src/bufwrite/convert.rs
1	.store	0	1	crates/nvim/src/highlight_group/command.rs
1	.strip_parent	1	1	crates/nvim/src/path/mod.rs
1	.take_conversion	1	1	crates/nvim/src/quickfix/parse.rs
1	.take_file	1	1	crates/nvim/src/quickfix/parse.rs
1	.take_match	0	1	crates/nvim/src/quickfix/parse.rs
1	.take_message	1	1	crates/nvim/src/quickfix/parse.rs
1	.track_multispace	0	1	crates/nvim/src/drawline/prologue.rs
1	.try_format	0	1	crates/nvim/src/quickfix/parse.rs
1	.write_lines	1	1	crates/nvim/src/api/buffer/text.rs
1	Args::new	0	1	crates/nvim/src/strings/printf/emit.rs
1	BlobRef::from_owned	1	1	crates/nvim/src/eval/typval/blob.rs
1	BlobRef::owning	0	1	crates/nvim/src/eval/typval/blob.rs
1	Body::read	0	1	crates/nvim/src/shada/unpack.rs
1	Box::new	0	68	
1	Builder::of	0	4	
1	CStr::from_bytes_with_nul_unchecked	0	0	
1	ClickDefs::tabline	1	1	crates/nvim/src/mouse/mod.rs
1	Cm::new	0	68	
1	CmdModScope::enter	0	1	crates/nvim/src/option/context.rs
1	CompItem::of_key	0	1	crates/nvim/src/spellfile/mod.rs
1	Cs::new	0	68	
1	DictRef::from_owned	1	1	crates/nvim/src/eval/typval/dict.rs
1	DoTag::new	0	1	crates/nvim/src/tag/command.rs
1	EchoOpts::new	0	68	
1	Efm::compile	0	1	crates/nvim/src/quickfix/efm.rs
1	Exc::new	0	68	
1	ExprParser::new	0	1	crates/nvim/src/viml/parser/expressions/parse.rs
1	FLine::new	0	1	crates/nvim/src/fold/list.rs
1	FileList::expand	0	1	crates/nvim/src/file_search/visited.rs
1	FileList::of_one	0	1	crates/nvim/src/file_search/visited.rs
1	Files::expand	0	1	crates/nvim/src/quickfix/vimgrep.rs
1	FindTags::new	0	1	crates/nvim/src/tag/scan.rs
1	Fmt::borrowed	0	1	crates/nvim/src/statusline/mod.rs
1	Fname::new	0	1	crates/nvim/src/eval/fs/name.rs
1	Ga::new	0	68	
1	Is::new	0	68	
1	KeywordOpts::of	0	1	crates/nvim/src/syntax/list.rs
1	Lc::new	0	68	
1	Line::new	0	2	
1	ListRef::from_owned	1	1	crates/nvim/src/eval/typval/list.rs
1	ManuallyDrop::drop	0	0	
1	MapStr::new	0	68	
1	MatchInf::new	0	1	crates/nvim/src/spell/mod.rs
1	ModeState::command_line	0	1	crates/nvim/src/state.rs
1	ModeState::insert	0	1	crates/nvim/src/state.rs
1	ModeState::normal	0	1	crates/nvim/src/state.rs
1	ModeState::terminal	0	1	crates/nvim/src/state.rs
1	Mods::new	0	1	crates/nvim/src/eval/fs/name.rs
1	Opts::new	0	68	
1	Reader::open	0	1	crates/nvim/src/quickfix/read.rs
1	Redraw::new	0	68	
1	ScanWithDots::open	0	1	crates/nvim/src/path/glob.rs
1	Self	0	0	
1	Self::cbuf_to_obj	0	1	crates/nvim/src/api/private/converter.rs
1	SessionFile::new	0	1	crates/nvim/src/ex_session/mod.rs
1	Sink::new	0	1	crates/nvim/src/strings/printf/emit.rs
1	String_0::from_bytes	0	0	
1	TabPage::from_raw	0	1	crates/nvim/src/winlayer.rs
1	Tagg::new	0	68	
1	UserCmdOpts::new	0	68	
1	Virt::from_raw	0	1	crates/nvim/src/decoration/handles.rs
1	Virt::new	0	1	crates/nvim/src/decoration/handles.rs
1	Vvr::new	0	68	
1	add_extra_fields	0	1	crates/nvim/src/tag/query.rs
1	add_inline_virt_text	0	1	crates/nvim/src/plines/mod.rs
1	add_keyword	0	1	crates/nvim/src/syntax/keyword.rs
1	add_keyword_variants	0	1	crates/nvim/src/syntax/keyword.rs
1	add_language	0	1	crates/nvim/src/lua/treesitter/lang.rs
1	add_llist_tags	0	1	crates/nvim/src/tag/list.rs
1	add_pack_dir_to_rtp	0	1	crates/nvim/src/runtime/pack.rs
1	add_rep_entry	0	1	crates/nvim/src/spellfile/tables.rs
1	add_sound_suggest	0	1	crates/nvim/src/spellsuggest/soundalike.rs
1	additional_char_slot	0	1	crates/nvim/src/normal/dispatch.rs
1	addstate	0	0	
1	advance_camelcase_word	0	1	crates/nvim/src/spell/check.rs
1	aff_process_flags	0	1	crates/nvim/src/spellfile/flags.rs
1	affitem2flag	0	1	crates/nvim/src/spellfile/flags.rs
1	affix_applies	0	1	crates/nvim/src/spellfile/dic.rs
1	aim_at_capture_arrays	0	1	crates/nvim/src/regexp/bt/exec.rs
1	alist_add_list	0	1	crates/nvim/src/arglist/mod.rs
1	alist_init	0	1	crates/nvim/src/arglist/mod.rs
1	alist_set	0	1	crates/nvim/src/arglist/mod.rs
1	alloc_typebuf	0	0	
1	announce_search	0	1	crates/nvim/src/runtime/search.rs
1	append_curswant	0	1	crates/nvim/src/eval/funcs/position.rs
1	append_escaped	0	1	crates/nvim/src/normal/ident.rs
1	append_item	0	1	crates/nvim/src/option/stropt.rs
1	append_msg	0	1	crates/nvim/src/ex_eval/exception.rs
1	append_new_line	0	1	crates/nvim/src/change/open_line/mod.rs
1	append_redir	0	0	
1	append_to_redobuff_keys	0	1	crates/nvim/src/getchar/redo.rs
1	append_to_register	0	1	crates/nvim/src/register/yank.rs
1	apply_autocmds_retval	0	1	crates/nvim/src/autocmd/fire.rs
1	apply_entry	0	1	crates/nvim/src/undo/apply/entry.rs
1	apply_linematch_results	0	1	crates/nvim/src/diff/lmatch.rs
1	apply_mapping	0	1	crates/nvim/src/getchar/mapmatch.rs
1	apply_new_indent	0	1	crates/nvim/src/change/open_line/mod.rs
1	apply_opts	0	1	crates/nvim/src/lua/xdiff.rs
1	apply_patchmode	0	1	crates/nvim/src/bufwrite/backup.rs
1	apply_suggestion	0	1	crates/nvim/src/spellsuggest/prompt.rs
1	arena_finish	0	1	crates/nvim/src/memory/arena.rs
1	arglist_del_files	0	1	crates/nvim/src/arglist/mod.rs
1	argv_array	0	1	crates/nvim/src/channel/info.rs
1	argv_func	0	0	
1	ascii_isdigit	0	0	
1	ascii_isspace	0	0	
1	ascii_iswhite	0	0	
1	ask_about_swapfile	0	1	crates/nvim/src/memline/swapname.rs
1	ask_which_suggestion	1	1	crates/nvim/src/spellsuggest/prompt.rs
1	assert_fails_args_ok	1	1	crates/nvim/src/testing/fails.rs
1	attach_terminal	0	1	crates/nvim/src/eval/funcs/job.rs
1	attention_message	0	1	crates/nvim/src/memline/swapname.rs
1	au_callback	0	1	crates/nvim/src/autocmd/walk.rs
1	au_show_for_all_events	0	1	crates/nvim/src/autocmd/listing.rs
1	aucmd_defer	0	1	crates/nvim/src/autocmd/trigger.rs
1	augroup_name	0	0	
1	aupat_get_buflocal_nr	0	1	crates/nvim/src/autocmd/cleanup.rs
1	autocmd_dict	1	1	crates/nvim/src/api/autocmd/query.rs
1	autocmd_supported	0	1	crates/nvim/src/autocmd/events.rs
1	backup_by_copy	0	1	crates/nvim/src/bufwrite/backup.rs
1	backup_by_rename	0	1	crates/nvim/src/bufwrite/backup.rs
1	badword_captype	0	1	crates/nvim/src/spellsuggest/mod.rs
1	before_close	0	0	
1	behind_start	0	1	crates/nvim/src/regexp/bt/resume.rs
1	behind_step	0	1	crates/nvim/src/regexp/bt/resume.rs
1	bell	0	1	crates/nvim/src/vterm/screen/callbacks.rs
1	bind_textdomain_codeset	0	0	
1	blob_free	0	1	crates/nvim/src/eval/typval/blob.rs
1	blob_remove	0	1	crates/nvim/src/eval/typval/blob.rs
1	block_insert	0	1	crates/nvim/src/ops/block.rs
1	boolean_field	0	1	crates/nvim/src/cjson/lua_cjson/decode.rs
1	border_array	1	1	crates/nvim/src/api/win_config/get.rs
1	border_cell_list	0	1	crates/nvim/src/api/win_config/border.rs
1	brace_complex	0	1	crates/nvim/src/regexp/bt/matcher.rs
